He,O,N2,O2,Ar,TotMassDen,Tn,alt_km,lat,lon,hour,TotNumDen,potential_temperature
35689899000000.0,1.5076938e+17,8.8342983e+17,1.2534221e+17,4533675100000000.0,5.2025737e-08,263.37,115.0,-31.17,-70.81,2016-11-05 05:00:00,1.164110784999e+18,101953.50784253895
2139077900000000.0,3081786700000000.0,3.1065295e+20,8.1112477e+19,3.6787556e+18,1.8992208e-05,205.91,80.0,-31.17,-70.81,2016-11-05 05:00:00,3.954494034646e+20,18685.890429083058
1979212900000000.0,4338034300000000.0,2.8683725e+20,7.4788526e+19,3.3940393e+18,1.7530456e-05,205.75,80.5,-31.17,-70.81,2016-11-05 05:00:00,3.650261325472e+20,19354.17940111219
1831412400000000.0,6026731400000000.0,2.6481991e+20,6.8945264e+19,3.1308379e+18,1.6179261e-05,205.59,81.0,-31.17,-70.81,2016-11-05 05:00:00,3.3690387004379995e+20,19486.430672507046
1694828300000000.0,8262574900000000.0,2.4447421e+20,6.3548759e+19,2.8876389e+18,1.4930843e-05,205.45,81.5,-31.17,-70.81,2016-11-05 05:00:00,3.1092056530320006e+20,19674.733619597373
1568662400000000.0,1.1178042e+16,2.2568146e+20,5.8567088e+19,2.6630185e+18,1.377789e-05,205.31,82.0,-31.17,-70.81,2016-11-05 05:00:00,2.8692431320439996e+20,20641.76074754275
1452164100000000.0,1.4922035e+16,2.083295e+20,5.3970236e+19,2.4556377e+18,1.2713514e-05,205.17,82.5,-31.17,-70.81,2016-11-05 05:00:00,2.647717478991e+20,21112.889451820287
1344622600000000.0,1.9657058e+16,1.9231248e+20,4.9729776e+19,2.2642292e+18,1.1731206e-05,205.03,83.0,-31.17,-70.81,2016-11-05 05:00:00,2.443274868806e+20,21187.230035452867
1245377200000000.0,2.5554972e+16,1.7753179e+20,4.5819297e+19,2.0876124e+18,1.0824903e-05,204.87,83.5,-31.17,-70.81,2016-11-05 05:00:00,2.254654997492e+20,21566.136357735668
1153807300000000.0,3.2791087e+16,1.6389496e+20,4.2214003e+19,1.9246814e+18,9.9889239e-06,204.7,84.0,-31.17,-70.81,2016-11-05 05:00:00,2.080675892943e+20,22380.820916600984
1069334400000000.0,4.1536792e+16,1.5131567e+20,3.8890804e+19,1.7744038e+18,9.2179625e-06,204.51,84.5,-31.17,-70.81,2016-11-05 05:00:00,1.9202348392640004e+20,23061.815426575413
991419180000000.0,5.1951237e+16,1.3971352e+20,3.5828123e+19,1.6358171e+18,8.5070787e-06,204.29,85.0,-31.17,-70.81,2016-11-05 05:00:00,1.7723040275618e+20,23741.64743021543
919558470000000.0,6.4172313e+16,1.2901339e+20,3.3005879e+19,1.5080231e+18,7.8516587e-06,204.04,85.5,-31.17,-70.81,2016-11-05 05:00:00,1.6359238397147002e+20,23428.616084130324
853285920000000.0,7.8307381e+16,1.1914573e+20,3.0405455e+19,1.3901905e+18,7.2474254e-06,203.76,86.0,-31.17,-70.81,2016-11-05 05:00:00,1.5102053616692e+20,24163.392627371533
792168000000000.0,9.4424925e+16,1.1004597e+20,2.8009557e+19,1.2815457e+18,6.6904117e-06,203.44,86.5,-31.17,-70.81,2016-11-05 05:00:00,1.39432289793e+20,25045.023713356808
735803060000000.0,1.1254683e+17,1.0165405e+20,2.5802145e+19,1.1813708e+18,6.1769274e-06,203.08,87.0,-31.17,-70.81,2016-11-05 05:00:00,1.2875084843306e+20,25823.628911614014
683819530000000.0,1.3264283e+17,9.3914645e+19,2.37684e+19,1.0890037e+18,5.7035677e-06,202.66,87.5,-31.17,-70.81,2016-11-05 05:00:00,1.1890537534953e+20,26144.151736504908
635872730000000.0,1.5462679e+17,8.677622e+19,2.1894564e+19,1.0038289e+18,5.2671644e-06,202.2,88.0,-31.17,-70.81,2016-11-05 05:00:00,1.0982987556273e+20,26391.745664204624
591644900000000.0,1.7835642e+17,8.0191438e+19,2.0168001e+19,9.2527979e+17,4.8648017e-06,201.68,88.5,-31.17,-70.81,2016-11-05 05:00:00,1.014636668549e+20,27597.007325963335
550842110000000.0,2.0363397e+17,7.4116416e+19,1.8576961e+19,8.5283138e+17,4.4937792e-06,201.1,89.0,-31.17,-70.81,2016-11-05 05:00:00,9.375039319211e+19,28356.953922558343
513193230000000.0,2.3021114e+17,6.8510657e+19,1.7110665e+19,7.8600039e+17,4.1516023e-06,200.45,89.5,-31.17,-70.81,2016-11-05 05:00:00,8.663804672322999e+19,28688.310569785666
478447810000000.0,2.5779536e+17,6.3336857e+19,1.575914e+19,7.2434032e+17,3.835969e-06,199.74,90.0,-31.17,-70.81,2016-11-05 05:00:00,8.007861112781e+19,29977.50810363651
446370310000000.0,2.8605491e+17,5.8559866e+19,1.4513027e+19,6.6743153e+17,3.5447126e-06,198.95,90.5,-31.17,-70.81,2016-11-05 05:00:00,7.402682581031e+19,29733.850653344907
416724070000000.0,3.1461491e+17,5.4144636e+19,1.3363064e+19,6.14857e+17,3.2756741e-06,198.12,91.0,-31.17,-70.81,2016-11-05 05:00:00,6.843758863407001e+19,31206.804160567
389292750000000.0,3.4307477e+17,5.0059221e+19,1.2300803e+19,5.6623694e+17,3.0268841e-06,197.24,91.5,-31.17,-70.81,2016-11-05 05:00:00,6.326972500275e+19,31664.796953740046
363886370000000.0,3.71027e+17,4.6275599e+19,1.131884e+19,5.212384e+17,2.7966141e-06,196.32,92.0,-31.17,-70.81,2016-11-05 05:00:00,5.8487068286370005e+19,31618.896323167322
340335390000000.0,3.9806887e+17,4.2768816e+19,1.0410575e+19,4.795654e+17,2.5833224e-06,195.39,92.5,-31.17,-70.81,2016-11-05 05:00:00,5.405736560539001e+19,32893.912335935005
318488100000000.0,4.2381308e+17,3.9516584e+19,9.5701063e+18,4.4095288e+17,2.3856328e-06,194.46,93.0,-31.17,-70.81,2016-11-05 05:00:00,4.99517747481e+19,34074.76760219438
298209580000000.0,4.4790359e+17,3.6499102e+19,8.7921942e+18,4.051665e+17,2.2023212e-06,193.53,93.5,-31.17,-70.81,2016-11-05 05:00:00,4.614466449958e+19,34744.87199076133
279377640000000.0,4.7002071e+17,3.3698545e+19,8.0721025e+18,3.7199461e+17,2.0322843e-06,192.62,94.0,-31.17,-70.81,2016-11-05 05:00:00,4.261294219764e+19,35620.73022407417
261882660000000.0,4.8989277e+17,3.1098897e+19,7.4055802e+18,3.4124728e+17,1.8745334e-06,191.74,94.5,-31.17,-70.81,2016-11-05 05:00:00,3.933587913266e+19,36607.87231694522
245624480000000.0,5.0729879e+17,2.8685618e+19,6.7887581e+18,3.1275237e+17,1.7281687e-06,190.89,95.0,-31.17,-70.81,2016-11-05 05:00:00,3.629467288448e+19,36986.58981688487
230512240000000.0,5.2207351e+17,2.6445522e+19,6.2181154e+18,2.8635329e+17,1.5923761e-06,190.1,95.5,-31.17,-70.81,2016-11-05 05:00:00,3.347229471224e+19,37931.52616535468
216462880000000.0,5.3411e+17,2.43666e+19,5.6904449e+18,2.6190779e+17,1.4664142e-06,189.36,96.0,-31.17,-70.81,2016-11-05 05:00:00,3.0853279152879997e+19,37895.29674933295
203399740000000.0,5.4335535e+17,2.2437824e+19,5.202789e+18,2.3928465e+17,1.3496037e-06,188.69,96.5,-31.17,-70.81,2016-11-05 05:00:00,2.842345639974e+19,39431.75384569419
191252110000000.0,5.4980969e+17,2.0649013e+19,4.7524142e+18,2.1836304e+17,1.2413182e-06,188.1,97.0,-31.17,-70.81,2016-11-05 05:00:00,2.616979118211e+19,39537.29726099955
179954830000000.0,5.5352308e+17,1.8990835e+19,4.3368051e+18,1.9903181e+17,1.1409837e-06,187.6,97.5,-31.17,-70.81,2016-11-05 05:00:00,2.408037494483e+19,41822.208190477686
169446830000000.0,5.5458679e+17,1.7454555e+19,3.9536022e+18,1.8118656e+17,1.048065e-06,187.19,98.0,-31.17,-70.81,2016-11-05 05:00:00,2.214409999683e+19,42045.58007669585
159671620000000.0,5.5313131e+17,1.6032098e+19,3.6006216e+18,1.6473084e+17,9.6206736e-07,186.89,98.5,-31.17,-70.81,2016-11-05 05:00:00,2.035074142162e+19,43814.907021736355
150576030000000.0,5.4931522e+17,1.4715898e+19,3.275805e+18,1.4957382e+17,8.8252824e-07,186.71,99.0,-31.17,-70.81,2016-11-05 05:00:00,1.8690742616030003e+19,44730.55691663354
142110570000000.0,5.4332078e+17,1.3498886e+19,2.9772293e+18,1.3563032e+17,8.0901606e-07,186.64,99.5,-31.17,-70.81,2016-11-05 05:00:00,1.715520851057e+19,46498.70186679763
134228700000000.0,5.3534668e+17,1.2374427e+19,2.7030861e+18,1.2282015e+17,7.4112626e-07,186.72,100.0,-31.17,-70.81,2016-11-05 05:00:00,1.57358141587e+19,46050.3256297425
126888100000000.0,5.2560786e+17,1.1336435e+19,2.4517012e+18,1.1106919e+17,6.7848794e-07,186.94,100.5,-31.17,-70.81,2016-11-05 05:00:00,1.44249401381e+19,48163.94459605615
120053150000000.0,5.1434635e+17,1.0379612e+19,2.2215888e+18,1.0031144e+17,6.2077777e-07,187.3,101.0,-31.17,-70.81,2016-11-05 05:00:00,1.321597864315e+19,49878.50263544504
113690340000000.0,5.018046e+17,9.4988767e+18,2.0113229e+18,9.048339e+16,5.6768613e-07,187.8,101.5,-31.17,-70.81,2016-11-05 05:00:00,1.210260128034e+19,50743.33269730757
107766930000000.0,4.8821288e+17,8.6892326e+18,1.8195066e+18,8.1522319e+16,5.1890856e-07,188.45,102.0,-31.17,-70.81,2016-11-05 05:00:00,1.107858216593e+19,53070.38391770488
102251440000000.0,4.7378781e+17,7.9458374e+18,1.6447944e+18,7.3367267e+16,4.7415017e-07,189.24,102.5,-31.17,-70.81,2016-11-05 05:00:00,1.013788912844e+19,54405.888350853354
97113682000000.0,4.5872835e+17,7.2639994e+18,1.4858887e+18,6.5959131e+16,4.3312531e-07,190.16,103.0,-31.17,-70.81,2016-11-05 05:00:00,9.274672694682e+18,55360.771932609336
92324953000000.0,4.4321461e+17,6.6392245e+18,1.3415515e+18,5.924112e+16,3.9556039e-07,191.23,103.5,-31.17,-70.81,2016-11-05 05:00:00,8.483324054953e+18,56038.03395604755
87858270000000.0,4.2740862e+17,6.0672366e+18,1.210611e+18,5.3158995e+16,3.6119516e-07,192.44,104.0,-31.17,-70.81,2016-11-05 05:00:00,7.75850307327e+18,57467.145664596515
83688377000000.0,4.1145309e+17,5.5439828e+18,1.0919608e+18,4.7661325e+16,3.2978275e-07,193.8,104.5,-31.17,-70.81,2016-11-05 05:00:00,7.095141703377e+18,57273.62265667748
79791634000000.0,3.9547269e+17,5.0656408e+18,9.8456154e+17,4.2699465e+16,3.0109041e-07,195.3,105.0,-31.17,-70.81,2016-11-05 05:00:00,6.488454286634e+18,59879.65049535047
76146113000000.0,3.7957382e+17,4.6286146e+18,8.8744064e+17,3.8227558e+16,2.7489918e-07,196.94,105.5,-31.17,-70.81,2016-11-05 05:00:00,5.933932764113e+18,62056.53590557325
72731639000000.0,3.638474e+17,4.2295486e+18,7.9969419e+17,3.4202734e+16,2.5100456e-07,198.74,106.0,-31.17,-70.81,2016-11-05 05:00:00,5.427365655639e+18,64896.70189253041
69529527000000.0,3.4836861e+17,3.8653034e+18,7.2048118e+17,3.0584941e+16,2.2921527e-07,200.7,106.5,-31.17,-70.81,2016-11-05 05:00:00,4.964807660527e+18,64334.7409186594
66522752000000.0,3.3319985e+17,3.5329681e+18,6.490255e+17,2.7336949e+16,2.0935406e-07,202.82,107.0,-31.17,-70.81,2016-11-05 05:00:00,4.542596921752e+18,68520.19274307482
63695598000000.0,3.1839036e+17,3.2298363e+18,5.846093e+17,2.442421e+16,1.9125594e-07,205.1,107.5,-31.17,-70.81,2016-11-05 05:00:00,4.157323865598e+18,69718.76254523107
61033771000000.0,3.039793e+17,2.9534067e+18,5.2657333e+17,2.1814828e+16,1.7476856e-07,207.55,108.0,-31.17,-70.81,2016-11-05 05:00:00,3.805835191771e+18,70172.99183173853
58524286000000.0,2.8999623e+17,2.7013723e+18,4.7431296e+17,1.9479472e+16,1.5975144e-07,210.18,108.5,-31.17,-70.81,2016-11-05 05:00:00,3.485219486286e+18,72592.45596399985
56155242000000.0,2.7646251e+17,2.4716051e+18,4.27274e+17,1.7391177e+16,1.4607504e-07,212.99,109.0,-31.17,-70.81,2016-11-05 05:00:00,3.192788942242e+18,73972.96839192792
53915853000000.0,2.6339246e+17,2.2621488e+18,3.8495084e+17,1.5525259e+16,1.3362025e-07,215.99,109.5,-31.17,-70.81,2016-11-05 05:00:00,2.926071274853e+18,75793.91857264293
51796303000000.0,2.5079486e+17,2.0712079e+18,3.4688221e+17,1.3859202e+16,1.2227788e-07,219.2,110.0,-31.17,-70.81,2016-11-05 05:00:00,2.682795968303e+18,78657.79747261536
49787823000000.0,2.3867405e+17,1.8971449e+18,3.1265039e+17,1.2372555e+16,1.1194837e-07,222.61,110.5,-31.17,-70.81,2016-11-05 05:00:00,2.460891682823e+18,80273.79214184194
47883013000000.0,2.2703455e+17,1.7384902e+18,2.818801e+17,1.1046958e+16,1.025424e-07,226.23,111.0,-31.17,-70.81,2016-11-05 05:00:00,2.258499691013e+18,83981.43464946223
46075298000000.0,2.158778e+17,1.5938993e+18,2.5423112e+17,9865751400000000.0,9.3978343e-08,230.07,111.5,-31.17,-70.81,2016-11-05 05:00:00,2.073920046698e+18,83915.73277500267
44358603000000.0,2.0520117e+17,1.4621328e+18,2.2939298e+17,8813765700000000.0,8.6181011e-08,234.14,112.0,-31.17,-70.81,2016-11-05 05:00:00,1.905585074303e+18,85118.3998903542
42727396000000.0,1.9499907e+17,1.342053e+18,2.0708389e+17,7877269600000000.0,7.9081474e-08,238.43,112.5,-31.17,-70.81,2016-11-05 05:00:00,1.752055956996e+18,89801.28652243449
41176602000000.0,1.8526365e+17,1.2326177e+18,1.8704832e+17,7043850000000000.0,7.2616707e-08,242.95,113.0,-31.17,-70.81,2016-11-05 05:00:00,1.612014696602e+18,91052.86302859022
39701541000000.0,1.7598481e+17,1.1328713e+18,1.6905496e+17,6302319000000000.0,6.6729001e-08,247.7,113.5,-31.17,-70.81,2016-11-05 05:00:00,1.484253090541e+18,94735.01372673464
38297968000000.0,1.671513e+17,1.0419433e+18,1.5289524e+17,5642631400000000.0,6.136581e-08,252.68,114.0,-31.17,-70.81,2016-11-05 05:00:00,1.367670769368e+18,94225.956592819
36961952000000.0,1.5875053e+17,9.5903754e+17,1.3838079e+17,5055771900000000.0,5.6479255e-08,257.91,114.5,-31.17,-70.81,2016-11-05 05:00:00,1.261261593852e+18,98319.78966780199
35689899000000.0,1.5076938e+17,8.8342983e+17,1.2534221e+17,4533675100000000.0,5.2025737e-08,263.37,115.0,-31.17,-70.81,2016-11-05 05:00:00,1.164110784999e+18,102083.21502743127
2139077900000000.0,3081786700000000.0,3.1065295e+20,8.1112477e+19,3.6787556e+18,1.8992208e-05,205.91,80.0,-31.17,-70.81,2016-11-05 05:00:00,3.954494034646e+20,18121.101242644054
1979212900000000.0,4338034300000000.0,2.8683725e+20,7.4788526e+19,3.3940393e+18,1.7530456e-05,205.75,80.5,-31.17,-70.81,2016-11-05 05:00:00,3.650261325472e+20,19335.041577092354
1831412400000000.0,6026731400000000.0,2.6481991e+20,6.8945264e+19,3.1308379e+18,1.6179261e-05,205.59,81.0,-31.17,-70.81,2016-11-05 05:00:00,3.3690387004379995e+20,19365.81039339243
1694828300000000.0,8262574900000000.0,2.4447421e+20,6.3548759e+19,2.8876389e+18,1.4930843e-05,205.45,81.5,-31.17,-70.81,2016-11-05 05:00:00,3.1092056530320006e+20,19192.556959726644
1568662400000000.0,1.1178042e+16,2.2568146e+20,5.8567088e+19,2.6630185e+18,1.377789e-05,205.31,82.0,-31.17,-70.81,2016-11-05 05:00:00,2.8692431320439996e+20,20476.329144695756
1452164100000000.0,1.4922035e+16,2.083295e+20,5.3970236e+19,2.4556377e+18,1.2713514e-05,205.17,82.5,-31.17,-70.81,2016-11-05 05:00:00,2.647717478991e+20,20961.139452980693
1344622600000000.0,1.9657058e+16,1.9231248e+20,4.9729776e+19,2.2642292e+18,1.1731206e-05,205.03,83.0,-31.17,-70.81,2016-11-05 05:00:00,2.443274868806e+20,21317.135797104856
1245377200000000.0,2.5554972e+16,1.7753179e+20,4.5819297e+19,2.0876124e+18,1.0824903e-05,204.87,83.5,-31.17,-70.81,2016-11-05 05:00:00,2.254654997492e+20,22264.974807252034
1153807300000000.0,3.2791087e+16,1.6389496e+20,4.2214003e+19,1.9246814e+18,9.9889239e-06,204.7,84.0,-31.17,-70.81,2016-11-05 05:00:00,2.080675892943e+20,22794.82880626097
1069334400000000.0,4.1536792e+16,1.5131567e+20,3.8890804e+19,1.7744038e+18,9.2179625e-06,204.51,84.5,-31.17,-70.81,2016-11-05 05:00:00,1.9202348392640004e+20,22812.477204231018
991419180000000.0,5.1951237e+16,1.3971352e+20,3.5828123e+19,1.6358171e+18,8.5070787e-06,204.29,85.0,-31.17,-70.81,2016-11-05 05:00:00,1.7723040275618e+20,23655.414291122546
919558470000000.0,6.4172313e+16,1.2901339e+20,3.3005879e+19,1.5080231e+18,7.8516587e-06,204.04,85.5,-31.17,-70.81,2016-11-05 05:00:00,1.6359238397147002e+20,24163.078154965417
853285920000000.0,7.8307381e+16,1.1914573e+20,3.0405455e+19,1.3901905e+18,7.2474254e-06,203.76,86.0,-31.17,-70.81,2016-11-05 05:00:00,1.5102053616692e+20,24712.650140593774
792168000000000.0,9.4424925e+16,1.1004597e+20,2.8009557e+19,1.2815457e+18,6.6904117e-06,203.44,86.5,-31.17,-70.81,2016-11-05 05:00:00,1.39432289793e+20,24974.163637394868
735803060000000.0,1.1254683e+17,1.0165405e+20,2.5802145e+19,1.1813708e+18,6.1769274e-06,203.08,87.0,-31.17,-70.81,2016-11-05 05:00:00,1.2875084843306e+20,25632.265056792694
683819530000000.0,1.3264283e+17,9.3914645e+19,2.37684e+19,1.0890037e+18,5.7035677e-06,202.66,87.5,-31.17,-70.81,2016-11-05 05:00:00,1.1890537534953e+20,26545.68411722757
635872730000000.0,1.5462679e+17,8.677622e+19,2.1894564e+19,1.0038289e+18,5.2671644e-06,202.2,88.0,-31.17,-70.81,2016-11-05 05:00:00,1.0982987556273e+20,26686.1540215884
591644900000000.0,1.7835642e+17,8.0191438e+19,2.0168001e+19,9.2527979e+17,4.8648017e-06,201.68,88.5,-31.17,-70.81,2016-11-05 05:00:00,1.014636668549e+20,27447.958291518946
550842110000000.0,2.0363397e+17,7.4116416e+19,1.8576961e+19,8.5283138e+17,4.4937792e-06,201.1,89.0,-31.17,-70.81,2016-11-05 05:00:00,9.375039319211e+19,28041.31536096531
513193230000000.0,2.3021114e+17,6.8510657e+19,1.7110665e+19,7.8600039e+17,4.1516023e-06,200.45,89.5,-31.17,-70.81,2016-11-05 05:00:00,8.663804672322999e+19,28430.533976333445
478447810000000.0,2.5779536e+17,6.3336857e+19,1.575914e+19,7.2434032e+17,3.835969e-06,199.74,90.0,-31.17,-70.81,2016-11-05 05:00:00,8.007861112781e+19,29211.874287747356
446370310000000.0,2.8605491e+17,5.8559866e+19,1.4513027e+19,6.6743153e+17,3.5447126e-06,198.95,90.5,-31.17,-70.81,2016-11-05 05:00:00,7.402682581031e+19,30237.422568929946
416724070000000.0,3.1461491e+17,5.4144636e+19,1.3363064e+19,6.14857e+17,3.2756741e-06,198.12,91.0,-31.17,-70.81,2016-11-05 05:00:00,6.843758863407001e+19,30628.242568474878
389292750000000.0,3.4307477e+17,5.0059221e+19,1.2300803e+19,5.6623694e+17,3.0268841e-06,197.24,91.5,-31.17,-70.81,2016-11-05 05:00:00,6.326972500275e+19,32264.92300043131
363886370000000.0,3.71027e+17,4.6275599e+19,1.131884e+19,5.212384e+17,2.7966141e-06,196.32,92.0,-31.17,-70.81,2016-11-05 05:00:00,5.8487068286370005e+19,32447.25360352256
340335390000000.0,3.9806887e+17,4.2768816e+19,1.0410575e+19,4.795654e+17,2.5833224e-06,195.39,92.5,-31.17,-70.81,2016-11-05 05:00:00,5.405736560539001e+19,32717.323466301215
318488100000000.0,4.2381308e+17,3.9516584e+19,9.5701063e+18,4.4095288e+17,2.3856328e-06,194.46,93.0,-31.17,-70.81,2016-11-05 05:00:00,4.99517747481e+19,33196.511744162766
298209580000000.0,4.4790359e+17,3.6499102e+19,8.7921942e+18,4.051665e+17,2.2023212e-06,193.53,93.5,-31.17,-70.81,2016-11-05 05:00:00,4.614466449958e+19,34487.13639536286
279377640000000.0,4.7002071e+17,3.3698545e+19,8.0721025e+18,3.7199461e+17,2.0322843e-06,192.62,94.0,-31.17,-70.81,2016-11-05 05:00:00,4.261294219764e+19,35127.21151187385
261882660000000.0,4.8989277e+17,3.1098897e+19,7.4055802e+18,3.4124728e+17,1.8745334e-06,191.74,94.5,-31.17,-70.81,2016-11-05 05:00:00,3.933587913266e+19,35932.238848123474
245624480000000.0,5.0729879e+17,2.8685618e+19,6.7887581e+18,3.1275237e+17,1.7281687e-06,190.89,95.0,-31.17,-70.81,2016-11-05 05:00:00,3.629467288448e+19,36453.83106742203
230512240000000.0,5.2207351e+17,2.6445522e+19,6.2181154e+18,2.8635329e+17,1.5923761e-06,190.1,95.5,-31.17,-70.81,2016-11-05 05:00:00,3.347229471224e+19,37160.24787494857
216462880000000.0,5.3411e+17,2.43666e+19,5.6904449e+18,2.6190779e+17,1.4664142e-06,189.36,96.0,-31.17,-70.81,2016-11-05 05:00:00,3.0853279152879997e+19,38459.174363767044
203399740000000.0,5.4335535e+17,2.2437824e+19,5.202789e+18,2.3928465e+17,1.3496037e-06,188.69,96.5,-31.17,-70.81,2016-11-05 05:00:00,2.842345639974e+19,39836.685104477336
191252110000000.0,5.4980969e+17,2.0649013e+19,4.7524142e+18,2.1836304e+17,1.2413182e-06,188.1,97.0,-31.17,-70.81,2016-11-05 05:00:00,2.616979118211e+19,40761.20201033213
179954830000000.0,5.5352308e+17,1.8990835e+19,4.3368051e+18,1.9903181e+17,1.1409837e-06,187.6,97.5,-31.17,-70.81,2016-11-05 05:00:00,2.408037494483e+19,41424.30814718246
169446830000000.0,5.5458679e+17,1.7454555e+19,3.9536022e+18,1.8118656e+17,1.048065e-06,187.19,98.0,-31.17,-70.81,2016-11-05 05:00:00,2.214409999683e+19,41760.225490641635
159671620000000.0,5.5313131e+17,1.6032098e+19,3.6006216e+18,1.6473084e+17,9.6206736e-07,186.89,98.5,-31.17,-70.81,2016-11-05 05:00:00,2.035074142162e+19,43602.01100525826
150576030000000.0,5.4931522e+17,1.4715898e+19,3.275805e+18,1.4957382e+17,8.8252824e-07,186.71,99.0,-31.17,-70.81,2016-11-05 05:00:00,1.8690742616030003e+19,45087.59523405872
142110570000000.0,5.4332078e+17,1.3498886e+19,2.9772293e+18,1.3563032e+17,8.0901606e-07,186.64,99.5,-31.17,-70.81,2016-11-05 05:00:00,1.715520851057e+19,45177.133191195426
134228700000000.0,5.3534668e+17,1.2374427e+19,2.7030861e+18,1.2282015e+17,7.4112626e-07,186.72,100.0,-31.17,-70.81,2016-11-05 05:00:00,1.57358141587e+19,46450.0115721162
126888100000000.0,5.2560786e+17,1.1336435e+19,2.4517012e+18,1.1106919e+17,6.7848794e-07,186.94,100.5,-31.17,-70.81,2016-11-05 05:00:00,1.44249401381e+19,48399.65505285104
120053150000000.0,5.1434635e+17,1.0379612e+19,2.2215888e+18,1.0031144e+17,6.2077777e-07,187.3,101.0,-31.17,-70.81,2016-11-05 05:00:00,1.321597864315e+19,48343.50643835353
113690340000000.0,5.018046e+17,9.4988767e+18,2.0113229e+18,9.048339e+16,5.6768613e-07,187.8,101.5,-31.17,-70.81,2016-11-05 05:00:00,1.210260128034e+19,50628.43407281654
107766930000000.0,4.8821288e+17,8.6892326e+18,1.8195066e+18,8.1522319e+16,5.1890856e-07,188.45,102.0,-31.17,-70.81,2016-11-05 05:00:00,1.107858216593e+19,52766.4159219343
102251440000000.0,4.7378781e+17,7.9458374e+18,1.6447944e+18,7.3367267e+16,4.7415017e-07,189.24,102.5,-31.17,-70.81,2016-11-05 05:00:00,1.013788912844e+19,52720.44014193097
97113682000000.0,4.5872835e+17,7.2639994e+18,1.4858887e+18,6.5959131e+16,4.3312531e-07,190.16,103.0,-31.17,-70.81,2016-11-05 05:00:00,9.274672694682e+18,54084.8244260707
92324953000000.0,4.4321461e+17,6.6392245e+18,1.3415515e+18,5.924112e+16,3.9556039e-07,191.23,103.5,-31.17,-70.81,2016-11-05 05:00:00,8.483324054953e+18,55715.09008896385
87858270000000.0,4.2740862e+17,6.0672366e+18,1.210611e+18,5.3158995e+16,3.6119516e-07,192.44,104.0,-31.17,-70.81,2016-11-05 05:00:00,7.75850307327e+18,58477.82510774867
83688377000000.0,4.1145309e+17,5.5439828e+18,1.0919608e+18,4.7661325e+16,3.2978275e-07,193.8,104.5,-31.17,-70.81,2016-11-05 05:00:00,7.095141703377e+18,58903.64533110357
79791634000000.0,3.9547269e+17,5.0656408e+18,9.8456154e+17,4.2699465e+16,3.0109041e-07,195.3,105.0,-31.17,-70.81,2016-11-05 05:00:00,6.488454286634e+18,61663.916630254746
76146113000000.0,3.7957382e+17,4.6286146e+18,8.8744064e+17,3.8227558e+16,2.7489918e-07,196.94,105.5,-31.17,-70.81,2016-11-05 05:00:00,5.933932764113e+18,61678.30702503417
72731639000000.0,3.638474e+17,4.2295486e+18,7.9969419e+17,3.4202734e+16,2.5100456e-07,198.74,106.0,-31.17,-70.81,2016-11-05 05:00:00,5.427365655639e+18,64940.7781568105
69529527000000.0,3.4836861e+17,3.8653034e+18,7.2048118e+17,3.0584941e+16,2.2921527e-07,200.7,106.5,-31.17,-70.81,2016-11-05 05:00:00,4.964807660527e+18,65095.37537075739
